"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","neighbourhood_ward","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable"
20813167,3886732,"2012/10/16","within an hour",99,88,"f",83,"['email', 'phone', 'work_email']","Ward 115",-33.90956,18.40277,"Entire home/apt",2,1,1,1,1111,30,1125,25.9,1125,0,17,47,137,43,0.53,4.7,"f"
54287496,428779941,"2021/10/24","within an hour",94,99,"t",21,"['email', 'phone']","Ward 54",-33.93619919,18.37868118,"Entire home/apt",6,3,3,4,4440,2,365,2,365,28,58,85,351,35,0.79,4.74,"t"
19349022,96830330,"2016/09/26","within an hour",100,100,"t",6,"['email', 'phone']","Ward 60",-33.97619,18.50066,"Entire home/apt",6,3,3,4,1890,4,180,4,1125,0,0,4,51,30,0.31,4.87,"t"
23156953,57218252,"2016/02/03","within an hour",100,90,"f",176,"['phone']","Ward 115",-33.91566849,18.41658974,"Entire home/apt",4,2,2,2,2586,4,1125,3.4,1125,12,15,22,191,101,1.12,4.88,"f"
1.15e+18,131420128,"2017/05/22","within an hour",100,100,"t",2,"['email', 'phone']","Ward 84",-34.0957325,18.8670141,"Entire home/apt",2,1,1,1,850,1,365,1,365,21,49,73,331,12,0.75,4.92,"f"
1.42e+18,693834112,"2025/05/05","within a few hours",90,100,"f",3,"['email', 'phone']","Ward 70",-33.87137935,18.60858397,"Private room",10,3,5,6,2300,1,21,1,21,21,47,62,310,1,0.34,5,"t"
20974805,58563874,"2016/02/13","within an hour",100,100,"t",1,"['email', 'phone']","Ward 64",-34.1098,18.46692,"Entire home/apt",2,1,1,1,917,2,1125,2.2,1125,24,45,55,134,192,2.04,4.93,"t"
1.05e+18,532172039,"2023/08/16","within an hour",100,100,"f",12,"['email', 'phone']","Ward 83",-34.1091836,18.8212765,"Entire home/apt",6,2,3,3,2619,2,365,2.4,365,21,48,71,346,11,0.55,4.91,"t"
1.26e+18,656438307,"2024/10/10","within an hour",100,100,"f",1,"['email', 'phone']","Ward 55",-33.895529,18.5030553,"Entire home/apt",4,2,2,3,1623,2,365,2.3,1125,13,43,73,296,5,0.45,4.4,"t"
47774953,214562773,"2018/09/10","a few days or more",17,25,"f",2,"['email', 'phone']","Ward 74",-34.00825,18.34276,"Entire home/apt",12,6.5,6,5,18772,4,20,4,20,27,57,76,231,2,0.04,5,"f"
6.97e+17,149286878,"2017/09/05","within a few hours",100,93,"f",1,"['email', 'phone']","Ward 23",-33.8169,18.47363,"Entire home/apt",4,2,2,3,950,5,90,5,90,0,4,7,20,14,0.4,5,"f"
7.2e+17,3886732,"2012/10/16","within an hour",99,88,"f",83,"['email', 'phone', 'work_email']","Ward 54",-33.91112,18.3916514,"Entire home/apt",4,1,2,0,1133,2,1125,3.9,1125,17,19,34,34,53,1.56,4.49,"f"
1.05e+18,547927986,"2023/11/24","within a few hours",90,77,"t",4,"['email', 'phone']","Ward 77",-33.93328,18.42191,"Entire home/apt",4,2.5,2,2,2143,3,365,2,365,0,2,2,182,2,0.11,5,"f"
7.48e+17,281646889,"2019/08/02","within an hour",100,90,"f",32,"['email', 'phone']","Ward 115",-33.90778,18.39548,"Entire home/apt",6,3,3,3,1595,2,1080,2.2,1125,5,5,24,260,136,3.87,4.66,"f"
8.83e+17,37302899,"2015/07/02","within a few hours",100,91,"t",1,"['email', 'phone']","Ward 77",-33.94319,18.41938,"Entire home/apt",3,2,2,2,1045,4,45,4,45,0,0,0,87,27,0.99,4.96,"f"
1.12e+18,57218252,"2016/02/03","within an hour",100,90,"f",176,"['phone']","Ward 54",-33.96598,18.37696,"Entire home/apt",4,2,2,2,2981,4,45,3.1,1125,18,28,42,53,11,0.78,4.73,"f"
1.05e+18,551399090,"2023/12/17","within an hour",100,97,"t",2,"['phone']","Ward 77",-33.94174,18.4226,"Entire home/apt",2,2.5,2,2,2606,2,1125,3,1125,9,16,19,249,40,1.89,4.98,"f"
1.15e+18,447507612,"2022/03/02","within an hour",100,97,"f",15,"['email', 'phone']","Ward 115",-33.9224339,18.4179849,"Entire home/apt",2,1,1,0,1987,2,365,2,365,30,60,90,331,18,1.18,4.67,"t"
1.15e+18,478510351,"2022/09/07","within a day",61,64,"f",33,"['email', 'phone']","Ward 107",-33.82965,18.48065,"Entire home/apt",5,2,3,4,3141,3,1125,3.1,889,13,36,57,292,17,1.13,5,"f"
8.75e+17,151223114,"2017/09/19","within an hour",100,98,"t",2,"['phone', 'work_email']","Ward 112",-33.8358828,18.6432861,"Private room",2,1,1,1,480,1,21,1.1,1125,9,32,41,262,65,2.2,4.8,"f"
1.22e+18,179296381,"2018/03/19","within an hour",100,92,"t",1,"['email', 'phone']","Ward 62",-34.01686,18.44586,"Entire home/apt",2,1,1,2,1800,2,365,2,365,13,18,24,207,16,1.36,5,"f"
31131845,232678974,"2018/12/27","within a day",100,87,"t",1,"['email', 'phone']","Ward 63",-34.02038,18.47077,"Entire home/apt",2,1,1,1,563,2,1125,2,1125,0,1,1,242,92,1.13,4.96,"f"
1.39e+18,44666185,"2015/09/20","within an hour",100,91,"f",1,"['email', 'phone']","Ward 54",-33.9235058,18.383737,"Entire home/apt",4,1.5,2,3,2122,2,14,2,14,22,52,82,82,9,1.47,5,"f"
1.08e+18,560293139,"2024/02/04","within a few hours",100,100,"f",1,"['phone']","Ward 64",-34.1278253,18.43361,"Entire home/apt",3,1,1,1,1512,2,360,2,360,29,59,69,245,11,0.55,5,"f"
3111361,9988034,"2013/11/13","within a few hours",100,100,"t",2,"['email', 'phone']","Ward 64",-34.1466,18.43658,"Entire home/apt",4,2,2,2,1930,3,90,3,90,28,58,72,259,10,0.08,4.9,"f"
1.03e+18,548219443,"2023/11/26","a few days or more",40,33,"f",1,"['phone']","Ward 61",-34.1376223,18.333615,"Entire home/apt",6,2,3,3,2520,7,365,7,365,28,58,82,261,3,0.14,5,"f"
1.37e+18,498546525,"2023/01/29","within an hour",100,100,"f",1,"['email', 'phone']","Ward 64",-34.14026911,18.4310406,"Entire home/apt",4,1,2,3,939,2,365,2,365,15,42,60,169,1,0.32,5,"f"
6558876,34037136,"2015/05/23","within a day",70,84,"f",9,"['phone']","Ward 57",-33.93574,18.44299,"Private room",2,1,0,8,763,1,1125,1,1125,27,57,87,362,37,0.3,4.95,"f"
1.4e+18,690708108,"2025/04/18","within an hour",100,86,"f",16,"['email', 'phone']","Ward 115",-33.92202,18.420753,"Entire home/apt",2,1,1,0,730,2,1080,2.2,1125,21,51,81,356,8,2.55,4.75,"f"
34554468,20602565,"2014/08/27","within an hour",100,94,"t",75,"['email', 'phone', 'work_email']","Ward 115",-33.91306,18.39979,"Entire home/apt",2,1,0,1,974,2,1125,1.7,1125,27,37,52,194,125,1.61,4.75,"f"
1.1e+18,458155747,"2022/05/09","within a few hours",100,89,"t",1,"['phone']","Ward 69",-34.10587341,18.39723084,"Private room",2,1,1,1,549,2,10,2,10,27,52,73,151,18,1.96,4.89,"f"
8.3e+17,218745884,"2018/10/04","within an hour",100,96,"t",148,"['phone', 'work_email']","Ward 54",-33.9197088,18.385581,"Entire home/apt",2,1,0,1,1357,2,1125,2,1125,21,51,80,342,64,2.09,4.84,"f"
1.31e+18,25121060,"2014/12/23","within an hour",100,92,"f",11,"['phone', 'work_email']","Ward 4",-33.8545088,18.50403,"Entire home/apt",2,1,1,1,809,1,365,1,365,1,12,42,317,3,0.36,5,"f"
22218786,54440849,"2016/01/13","within a day",100,100,"f",1,"['email', 'phone']","Ward 57",-33.93309,18.45175,"Entire home/apt",4,1,2,2,1292,5,90,5,90,0,0,22,284,18,0.19,4.61,"f"
7.47e+17,3961453,"2012/10/24","within an hour",100,100,"f",108,"['phone']","Ward 23",-33.81443283,18.47228741,"Entire home/apt",4,2,2,2,2000,1,1125,2.4,1125,11,18,30,280,53,1.57,4.91,"t"
9.28e+17,523624347,"2023/07/04","within an hour",100,52,"t",5,"['email', 'phone']","Ward 54",-33.96523,18.38093,"Private room",2,1,1,1,2036,2,30,3.7,30,16,41,49,128,2,0.14,5,"f"
7.46e+17,10388671,"2013/12/02","within a day",100,20,"f",2,"['phone']","Ward 4",-33.87175,18.49727,"Entire home/apt",2,1,2,2,569,30,1125,30,1125,0,0,0,119,2,0.06,4.5,"f"
51497287,45658010,"2015/10/03","within an hour",100,90,"t",3,"['email', 'phone']","Ward 64",-34.1262,18.44765,"Entire home/apt",4,1,2,2,2925,2,365,2,365,29,33,33,33,6,0.14,4.83,"f"
22094364,23478306,"2014/11/08","within an hour",100,96,"t",10,"['phone']","Ward 54",-33.9177,18.39168,"Entire home/apt",2,1,1,1,1345,10,130,9.8,130,2,2,16,235,74,0.8,4.77,"f"
13292097,4696156,"2013/01/14","within an hour",100,95,"t",5,"['email', 'phone']","Ward 54",-33.91041,18.39552,"Entire home/apt",2,1,1,1,1034,21,180,21,180,0,0,4,189,75,0.69,4.92,"f"
12549651,3961453,"2012/10/24","within an hour",100,100,"f",108,"['phone']","Ward 23",-33.817463,18.475157,"Entire home/apt",4,2,2,2,1662,1,1125,2.4,1125,16,46,64,330,13,0.17,4.54,"t"
14685660,19674419,"2014/08/08","within a day",80,60,"f",1,"['email', 'phone']","Ward 61",-34.19702,18.37711,"Entire home/apt",8,3,4,7,2636,2,1125,2,1125,11,24,31,218,149,1.42,4.81,"f"
1.33e+18,577480346,"2024/05/14","within an hour",100,98,"f",4,"['email', 'phone']","Ward 115",-33.92768,18.42585,"Private room",2,1,1,1,1550,1,365,1,731,29,59,89,356,36,4.2,4.69,"t"
14290530,25122328,"2014/12/23","within an hour",100,92,"t",20,"['email', 'phone', 'work_email']","Ward 54",-33.95203,18.38035,"Entire home/apt",12,6,5,6,13003,3,1125,3.2,1125,23,50,73,226,62,0.58,4.95,"f"
46978823,29454112,"2015/03/16","within an hour",100,96,"t",3,"['email', 'phone']","Ward 70",-33.88389,18.61318,"Entire home/apt",6,3,3,3,3000,4,16,4.2,16,1,4,5,38,11,0.23,5,"f"
1.04e+18,23276018,"2014/11/03","within a few hours",100,86,"f",39,"['email', 'phone']","Ward 115",-33.9088935,18.4090209,"Entire home/apt",3,1,2,2,1890,30,365,18.9,365,28,41,58,324,5,0.24,4.8,"f"
5147999,26616583,"2015/01/24","within a few hours",100,100,"t",1,"['email', 'phone']","Ward 61",-34.15298,18.42864,"Entire home/apt",3,1,1,1,755,4,1125,4,1125,0,0,24,197,61,0.48,4.87,"f"
8.22e+17,487012580,"2022/11/09","within an hour",100,89,"f",42,"['email', 'phone']","Ward 54",-33.91998,18.39003,"Entire home/apt",2,1,1,1,724,2,1080,2.2,1125,0,0,0,0,13,0.41,4,"f"
10006270,51398858,"2015/12/15","within an hour",100,100,"t",1,"['email', 'phone', 'work_email']","Ward 54",-33.92077,18.38229,"Entire home/apt",2,1,0,1,753,2,1125,2,1125,0,7,37,302,205,1.93,4.76,"t"
1.43e+18,437836003,"2021/12/28","within an hour",100,99,"f",165,"['email', 'phone']","Ward 115",-33.91691321,18.43066612,"Entire home/apt",2,1,1,1,1493,1,365,3.8,365,22,52,80,351,4,1.14,5,"t"
51952407,56471217,"2016/01/28","within an hour",100,100,"t",3,"['email', 'phone', 'work_email']","Ward 115",-33.90162,18.40238,"Entire home/apt",2,1,1,1,3047,2,21,2,21,15,40,58,256,101,2.09,4.92,"f"
43129135,3886732,"2012/10/16","within an hour",99,88,"f",83,"['email', 'phone', 'work_email']","Ward 115",-33.92557144,18.41653061,"Entire home/apt",2,1,0,0,753,2,1125,3.9,1125,14,19,44,134,33,0.57,4.45,"t"
1.19e+18,491406090,"2022/12/14","within an hour",99,90,"f",69,"['email', 'phone']","Ward 54",-33.9576072,18.3787903,"Entire home/apt",16,12,10,13,48277,1,365,1,365,5,9,23,168,2,0.38,5,"t"
1.47e+18,19489828,"2014/08/05","within a few hours",96,84,"f",13,"['email', 'phone']","Ward 54",-33.9168294,18.3890328,"Entire home/apt",6,1,3,5,1724,2,365,2.2,365,9,27,30,107,3,1.55,5,"f"
1.48e+18,710314992,"2025/07/29","within an hour",100,100,"f",1,"['email', 'phone']","Ward 109",-34.0943241,18.8147569,"Entire home/apt",2,1,1,1,903,2,100,2,100,10,22,50,309,3,1.58,5,"f"
7.42e+17,484481196,"2022/10/21","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.9191,18.41827,"Entire home/apt",4,2,2,2,2130,2,90,2.3,1125,21,51,78,331,24,0.7,4.63,"f"
9646070,49874726,"2015/11/25","within an hour",100,93,"t",2,"['email', 'phone']","Ward 84",-34.07821,18.86088,"Entire home/apt",8,3.5,4,5,6325,7,90,5,90,22,45,66,286,34,0.32,5,"f"
1.27e+18,1252324,"2011/10/05","within a day",60,33,"f",1,"['email', 'phone']","Ward 85",-34.12387711,18.83359288,"Entire home/apt",6,2,3,3,1875,2,1125,2,1125,27,57,80,162,3,0.32,4.33,"f"
53409018,385204843,"2021/01/19","within an hour",100,90,"t",12,"['email', 'phone']","Ward 115",-33.9099,18.42145,"Entire home/apt",6,3.5,3,4,13772,2,1125,2.3,1125,1,1,6,32,17,0.37,4.88,"f"
8335313,43936245,"2015/09/11","a few days or more",20,11,"f",2,"['email', 'phone']","Ward 69",-34.09603,18.37502,"Entire home/apt",4,2,2,3,2017,3,1125,3,1125,0,0,0,157,46,0.4,4.98,"f"
1.3e+18,495890440,"2023/01/13","within a day",55,71,"f",20,"['email', 'phone']","Ward 115",-33.92148685,18.42489868,"Entire home/apt",2,1,1,1,1297,3,365,3,365,0,27,57,147,5,0.5,4.4,"f"
8835080,22926368,"2014/10/24","within an hour",100,93,"t",5,"['email', 'phone', 'work_email']","Ward 54",-33.94969,18.3816,"Entire home/apt",8,2,4,5,6000,3,90,3,90,15,32,47,252,165,1.4,4.88,"f"
6220401,15671356,"2014/05/18","within an hour",100,100,"t",3,"['email', 'phone']","Ward 64",-34.13488,18.41481,"Entire home/apt",2,1,1,1,623,2,60,2.1,1125,12,28,37,298,19,0.16,4.84,"f"
33331047,30721097,"2015/04/06","within a day",80,81,"f",2,"['email', 'phone']","Ward 64",-34.13505,18.42633,"Entire home/apt",2,1,1,1,396,25,30,23.9,30,1,12,14,289,27,0.36,4.74,"f"
1.28e+18,31361698,"2015/04/16","within an hour",100,84,"t",63,"['email', 'phone']","Ward 115",-33.92028171,18.42400959,"Entire home/apt",2,1,1,1,1041,3,60,4,1125,12,42,72,242,12,1.27,5,"f"
8.61e+17,86459488,"2016/07/28","within an hour",100,91,"t",58,"['email', 'phone', 'work_email']","Ward 23",-33.79282571,18.46042683,"Entire home/apt",4,2,2,2,2643,3,365,3.3,365,15,45,69,258,3,0.1,4.67,"f"
7.93e+17,459881372,"2022/05/19","within an hour",80,98,"f",7,"['email', 'phone']","Ward 115",-33.92104,18.42387,"Entire home/apt",2,1,1,1,2678,2,365,1,999,4,13,37,305,3,0.09,4.67,"t"
1.05e+18,25122328,"2014/12/23","within an hour",100,92,"t",20,"['email', 'phone', 'work_email']","Ward 74",-34.0434791,18.3491545,"Entire home/apt",10,5.5,5,5,11496,3,365,3.2,365,21,34,52,287,44,2.11,4.86,"f"
1.02e+18,546109288,"2023/11/12","within a few hours",100,90,"t",5,"['email', 'phone']","Ward 54",-33.96541384,18.37556539,"Private room",4,2,2,1,17572,3,365,3,365,3,6,18,148,2,0.1,5,"f"
1.05e+18,90306043,"2016/08/16","within an hour",100,100,"f",1,"['email', 'phone']","Ward 21",-33.87789,18.6398,"Entire home/apt",6,2,3,4,3938,3,365,3,365,29,59,89,364,3,0.16,4.33,"f"
1.11e+18,565998903,"2024/03/08","within an hour",100,100,"t",1,"['email', 'phone']","Ward 115",-33.9176714,18.4215188,"Entire home/apt",2,1,1,1,1127,2,365,2.3,1125,3,15,45,294,23,1.23,4.83,"t"
1.38e+18,31361698,"2015/04/16","within an hour",100,84,"t",63,"['email', 'phone']","Ward 115",-33.92901013,18.42229814,"Entire home/apt",4,2,2,2,1154,3,90,4,90,0,16,46,221,4,0.77,5,"f"
1.38e+18,684043136,"2025/03/13","within an hour",100,100,"t",1,"['email', 'phone']","Ward 115",-33.9204019,18.42431,"Entire home/apt",2,1,0,1,1217,2,90,2.3,1125,30,60,90,340,4,0.71,4.75,"t"
40601111,314608798,"2019/12/05","within a few hours",100,70,"f",1,"['email', 'phone']","Ward 107",-33.82384,18.47731,"Entire home/apt",4,1.5,2,2,2200,2,60,2,60,29,59,86,86,11,0.55,5,"f"
1.32e+18,503479802,"2023/03/02","within an hour",100,99,"f",43,"['email', 'phone']","Ward 55",-33.889903,18.5110059,"Entire home/apt",4,2,2,2,1856,1,1125,1,964.2,18,48,52,52,37,4.11,4.78,"t"
1.47e+18,541059721,"2023/10/09","within an hour",90,100,"f",1,"['email', 'phone']","Ward 115",-33.9290294,18.42138923,"Entire home/apt",2,1,0,1,859,2,365,2,365,24,53,83,358,7,3.89,5,"f"
41695718,195917698,"2018/06/16","within a few hours",100,100,"f",5,"['email', 'phone']","Ward 6",-33.87691,18.7228,"Private room",2,1,1,2,477,2,180,2,1125,29,59,89,364,16,0.24,4.25,"t"
5.86e+17,4510340,"2012/12/28","within an hour",100,99,"f",9,"['email', 'phone']","Ward 115",-33.91238,18.41274,"Entire home/apt",2,1,1,1,914,1,365,1,365,20,44,65,90,60,1.41,4.18,"f"
1.25e+18,366804282,"2020/09/09","within an hour",100,100,"f",2,"['email', 'phone']","Ward 55",-33.8958043,18.5076684,"Entire home/apt",2,1,1,1,1200,2,28,2,1125,27,57,80,199,3,0.29,4.67,"t"
1.13e+18,259699398,"2019/05/04","within an hour",100,90,"t",4,"['email', 'phone']","Ward 115",-33.9176714,18.4215188,"Entire home/apt",2,1,1,1,1758,2,365,2,365,23,49,71,187,10,1.02,4.9,"f"
1.27e+18,198171127,"2018/06/26","within an hour",70,89,"f",2,"['email', 'phone']","Ward 115",-33.9199212,18.42194715,"Entire home/apt",2,1,1,1,1100,2,1125,2,1125,21,32,62,156,7,0.67,5,"f"
1.31e+18,24152285,"2014/11/25","within a few hours",100,82,"t",1,"['email', 'phone']","Ward 61",-34.14049,18.32882,"Entire home/apt",4,2,2,3,2448,3,730,2.9,730,20,33,58,265,20,2.11,5,"f"
1.06e+18,59412126,"2016/02/19","within an hour",88,79,"f",2,"['phone']","Ward 64",-34.12945,18.42,"Entire home/apt",5,1,2,3,2055,3,365,3,365,29,50,77,251,8,0.39,4.63,"f"
1.4e+18,579161513,"2024/05/23","within an hour",99,97,"f",41,"['email', 'phone']","Ward 115",-33.9287104,18.423715,"Entire home/apt",2,1,1,1,1016,1,365,2,1125,9,39,63,293,8,1.71,4.5,"t"
9399659,48747939,"2015/11/11","within a few hours",100,83,"f",2,"['email', 'phone']","Ward 59",-33.97291,18.45711,"Entire home/apt",2,1,1,1,1079,2,120,2,120,1,1,1,178,29,0.25,5,"f"
1.34e+18,564633649,"2024/02/29","within an hour",100,95,"f",5,"['email', 'phone']","Ward 64",-34.1041795,18.4715816,"Private room",2,1,1,1,473,1,29,1,1125,29,59,89,174,19,2.35,4.26,"t"
8.58e+17,474451530,"2022/08/11","within a day",100,100,"t",1,"['email', 'phone']","Ward 61",-34.19698,18.43024,"Entire home/apt",6,3,3,4,3170,4,90,4,90,15,29,32,214,12,0.58,4.92,"f"
9.08e+17,124216700,"2017/04/04","within a few hours",100,84,"t",2,"['email', 'phone']","Ward 61",-34.18287,18.36349,"Entire home/apt",6,3,3,3,5470,4,60,3,60,0,0,0,28,12,0.45,4.92,"f"
1.02e+18,192227535,"2018/05/29","a few days or more",0,26,"f",2,"['email', 'phone']","Ward 113",-33.81651,18.50437,"Entire home/apt",6,2.5,3,3,1296,2,365,2,365,23,51,55,230,2,0.21,5,"f"
1.35e+18,112913419,"2017/01/23","within an hour",100,95,"t",3,"['email', 'phone']","Ward 64",-34.10482918,18.47012885,"Entire home/apt",2,1,1,1,472,2,60,2,60,3,5,21,105,24,3.21,5,"f"
16640388,87081973,"2016/07/31","within an hour",100,100,"f",5,"['email', 'phone', 'work_email']","Ward 103",-33.83903,18.67665,"Entire home/apt",6,2,3,5,3089,10,100,10,100,27,57,75,346,10,0.11,4.6,"f"
50473771,206815824,"2018/08/02","within an hour",96,97,"f",13,"['email', 'phone']","Ward 54",-33.95707,18.3889,"Entire home/apt",9,4.5,5,4,24352,2,1125,1.1,596.6,20,48,68,70,18,0.46,4.78,"t"
19517080,47435679,"2015/10/26","within a day",90,77,"f",2,"['email', 'phone', 'work_email']","Ward 1",-33.88356,18.58877,"Private room",15,7.5,7,10,10200,3,365,3,365,0,0,4,259,16,0.2,4.81,"f"
25837343,41886171,"2015/08/19","within a day",71,56,"t",3,"['email', 'phone']","Ward 61",-34.12967,18.3396,"Entire home/apt",2,1,1,1,2000,2,1125,2,1125,29,59,89,364,7,0.24,5,"f"
1.47e+18,533223575,"2023/08/22","within an hour",100,100,"f",33,"['email', 'phone']","Ward 77",-33.93989812,18.40079541,"Entire home/apt",12,4,6,6,7769,2,365,3.4,365,6,16,32,277,3,3,4.67,"t"
1.27e+18,85602318,"2016/07/24","within an hour",100,94,"t",10,"['email', 'phone', 'work_email']","Ward 23",-33.8100702,18.4705967,"Entire home/apt",2,0.5,1,1,1052,1,180,1.3,180,1,31,44,253,11,1.02,5,"f"
48281060,389602663,"2021/02/22","within a day",100,67,"f",1,"['email', 'phone']","Ward 73",-34.03119,18.45286,"Entire home/apt",6,1,3,2,3295,7,90,7,90,27,55,65,300,8,0.23,5,"f"
4309328,22368321,"2014/10/10","within a few hours",100,81,"t",2,"['email', 'phone']","Ward 58",-33.97066,18.4894,"Entire home/apt",2,1,1,1,890,2,90,2,90,0,0,0,54,13,0.1,4.92,"f"
1.01e+18,542809659,"2023/10/21","within an hour",100,75,"f",1,"['email', 'phone']","Ward 103",-33.8409603,18.6977544,"Entire home/apt",2,1,1,1,528,2,365,2,365,22,22,22,262,6,0.28,4.67,"f"
1.29e+18,164383790,"2017/12/27","within an hour",100,100,"f",21,"['email', 'phone']","Ward 26",-33.90811132,18.57995973,"Entire home/apt",2,1,1,2,560,3,365,3,365,0,0,22,297,1,0.11,5,"t"
46685710,377307576,"2020/11/28","within a few hours",100,53,"t",4,"['email', 'phone']","Ward 61",-34.196905,18.3776423,"Entire home/apt",8,3.5,4,3,4367,2,1125,2,1125,30,50,51,286,18,0.31,5,"f"
9.1e+17,63180250,"2016/03/16","within an hour",100,100,"t",5,"['email', 'phone']","Ward 112",-33.8290258,18.6626785,"Entire home/apt",4,1,2,3,1800,2,365,1.7,731,20,47,72,158,20,0.74,4.85,"t"
1.06e+18,552783120,"2023/12/26","within a few hours",100,86,"f",1,"['email', 'phone']","Ward 54",-33.91172,18.39671,"Entire home/apt",4,1,2,2,2164,2,30,2,30,27,57,85,139,11,0.52,4.82,"f"
1.28e+18,660997981,"2024/11/07","within an hour",100,99,"t",5,"['email', 'phone']","Ward 55",-33.89102,18.5108,"Entire home/apt",7,2.5,3,4,4245,2,35,1.3,1125,11,32,55,108,22,2.24,4.82,"t"
35984539,50007311,"2015/11/27","within an hour",100,89,"f",3,"['email', 'phone', 'work_email']","Ward 59",-33.99421,18.46785,"Entire home/apt",8,5,4,4,9374,14,28,14,28,1,1,21,196,2,0.03,5,"f"
1.39e+18,688809153,"2025/04/08","within an hour",100,100,"f",1,"['email', 'phone']","Ward 54",-33.9252978,18.3798784,"Entire home/apt",2,1,1,1,1479,2,90,2.3,1125,7,12,26,285,14,2.56,4.71,"t"
5827525,30250815,"2015/03/30","within a day",50,58,"f",1,"['email', 'phone']","Ward 23",-33.79547,18.45883,"Entire home/apt",4,2,2,2,1350,2,1125,2,1125,1,1,1,231,32,0.26,4.88,"f"
1.33e+18,507420031,"2023/03/28","within an hour",100,90,"f",1,"['email', 'phone']","Ward 58",-33.97399,18.48472,"Entire home/apt",7,2.5,4,3,5000,4,365,4.4,365,23,49,75,293,2,0.29,5,"f"
15539136,78082164,"2016/06/16","within an hour",100,94,"t",4,"['phone']","Ward 15",-34.05647,18.81979,"Entire home/apt",1,1,1,1,1000,2,360,2,1125,0,0,0,213,11,0.1,4.91,"t"
19357578,53378443,"2016/01/05","within a few hours",100,89,"t",2,"['email', 'phone']","Ward 115",-33.92738,18.41554,"Entire home/apt",2,1,0,1,842,2,180,2,180,11,11,27,202,97,0.99,4.88,"f"
18973684,92157881,"2016/08/27","within a few hours",100,60,"f",7,"['email', 'phone', 'work_email']","Ward 11",-33.94407,18.67435,"Private room",1,1.5,1,1,225,2,365,2,365,2,22,52,327,14,0.15,4.43,"f"
1.05e+18,269292106,"2019/06/17","within an hour",100,90,"t",1,"['email', 'phone']","Ward 115",-33.9100098,18.3971707,"Entire home/apt",2,1,1,1,1533,3,120,3,120,3,6,14,223,48,2.22,4.94,"f"
1.02e+18,85348507,"2016/07/22","within an hour",100,100,"t",1,"['email', 'phone']","Ward 115",-33.92519,18.41371,"Entire home/apt",8,4,4,4,4853,3,31,3,1125,14,29,39,232,70,3.17,4.99,"f"
35051740,60102284,"2016/02/23","within an hour",100,100,"t",1,"['email', 'phone']","Ward 23",-33.69803,18.44413,"Entire home/apt",2,1,1,1,694,2,1125,2,1125,15,38,60,280,116,1.51,4.85,"f"
1.1e+18,40395028,"2015/08/03","within an hour",100,100,"t",1,"['email', 'phone', 'work_email']","Ward 107",-33.8219603,18.4834893,"Entire home/apt",3,1,1,0,726,1,28,1,1125,4,7,8,52,63,3.36,4.89,"f"
